apn,number_of_buildings,view_code,parcel_level_latitude,parcel_level_longitude,situs_house_number,situs_house_number_suffix,situs_direction,situs_street_name,situs_mode,situs_unit_number,situs_city,situs_state,situs_zip_code,situs_county,assessed_land_value,land_square_footage,year_built,effective_year_built,bedrooms_all_buildings,total_rooms_all_buildings,total_bath_rooms_calculated_all_buildings,total_baths_primary_building,full_baths_all_buildings,half_baths_all_buildings,pool_indicator,pool_code,stories_number,universal_building_square_feet,building_square_feet,living_square_feet_all_buildings,ground_floor_square_feet,basement_square_feet,garage_parking_square_feet,avm_value_amount
168621400000,1,,34.064657,-117.146683,922,,N,DEARBORN,ST,,REDLANDS,CA,923743966,SAN BERNARDINO,127027,7800,1987,1987,4,8,3,2.5,2,1,,,2,1905,2391,1905,969,,486,487600
173142390000,1,,34.043917,-117.179476,628,,,ALVARADO,ST,,REDLANDS,CA,923735934,SAN BERNARDINO,26403,15957,1930,1930,5,10,2,2,2,,Y,1,2,2894,2894,3210,1208,,400,618500
167124120000,1,,34.07894,-117.1832,1646,,,WASHINGTON,ST,,REDLANDS,CA,923742221,SAN BERNARDINO,80704,5842,1954,1954,3,7,2,2,2,,,,1,1326,1606,1326,876,,280,338800
171231030000,1,,34.050402,-117.188732,127,,S,CENTER,ST,,REDLANDS,CA,923735134,SAN BERNARDINO,27865,11350,1955,1930,2,5,1,1,1,,,,1,1228,1228,1228,1020,,308,379200
172452040000,1,,34.043734,-117.203538,1417,,,MAGNOLIA,AVE,,REDLANDS,CA,923734921,SAN BERNARDINO,94209,10150,1979,1979,4,9,3,3,3,,,,2,2641,3271,2641,1613,,630,645700
168461230000,1,,34.067476,-117.155581,1409,,,RAEMEE,AVE,,REDLANDS,CA,923743875,SAN BERNARDINO,29715,6222,1978,1978,4,7,2,2,2,,,,1,1308,1768,1308,1308,,460,367500
1212161110000,1,,34.076048,-117.169223,1007,,,GAIL,AVE,,REDLANDS,CA,923742664,SAN BERNARDINO,97257,7200,1985,1985,3,6,2,2,2,,,,1,1446,1926,1530,1446,,480,419600
167261070000,2,,34.069421,-117.178889,1244,,,HERALD,ST,,REDLANDS,CA,923743418,SAN BERNARDINO,74653,12920,1962,1963,4,9,2,1,2,,,,1,810,810,1490,810,,240,364800
168651060000,1,,34.066735,-117.143723,1675,,E,BROCKTON,AVE,,REDLANDS,CA,923743974,SAN BERNARDINO,79383,6600,1989,1989,3,6,3,2.5,2,1,Y,,2,1640,2079,1640,804,,439,447200
167181260000,1,,34.071716,-117.189678,1333,,,CALHOUN,ST,,REDLANDS,CA,923742113,SAN BERNARDINO,89600,6534,1959,1959,3,5,2,2,2,,Y,1,1,1056,1540,1056,1056,,484,304900
168651360000,1,,34.068246,-117.144631,1157,,,VIA ANTIBES,,,REDLANDS,CA,923744902,SAN BERNARDINO,109434,5500,1989,1989,4,8,3,3,3,,,,2,2041,2516,2041,1153,,475,453700
167851560000,1,,34.081075,-117.177804,1803,,,BROOKSTONE,ST,,REDLANDS,CA,923741770,SAN BERNARDINO,77354,10525,1998,1999,3,7,2,2,2,,,,1,1638,2038,1638,1638,,400,406800
175252090000,1,VFA,34.024252,-117.182298,1204,,W,SUNSET,DR,,REDLANDS,CA,923736505,SAN BERNARDINO,299635,32200,1985,1985,3,7,3,3,3,,Y,00S,2,2978,3803,2978,2384,,825,1169100
173011080000,2,,34.045194,-117.184738,453,,S,CENTER,ST,,REDLANDS,CA,923735863,SAN BERNARDINO,10949,8280,1948,1948,3,9,2,1,2,,,,1,1569,1569,2178,1569,,,440900
1212221180000,1,,34.074888,-117.17174,864,,,DENISE,AVE,,REDLANDS,CA,923742533,SAN BERNARDINO,56284,7474,1979,1979,4,7,2,2,2,,,,1,1308,1768,1308,1308,,460,353600
173222120000,1,,34.040354,-117.176474,930,,,ALVARADO,ST,,REDLANDS,CA,923736704,SAN BERNARDINO,67540,7500,1954,1954,3,7,2,1.5,2,1,,,1,1660,2074,1660,1445,,414,517000
168521430000,1,,34.067659,-117.152696,1456,,,PADUA,AVE,,REDLANDS,CA,923743868,SAN BERNARDINO,106651,7300,1979,1979,3,6,2,2,2,,,,1,1196,1676,1196,1196,,480,382000
168271440000,1,,34.067492,-117.14023,1116,,,MENDOCINO,WAY,,REDLANDS,CA,923744976,SAN BERNARDINO,57340,8136,1999,1999,4,9,2,2,2,,,,1,1730,2360,1730,1730,,630,448100
168671560000,1,,34.066145,-117.145157,1049,,,KENSINGTON,DR,,REDLANDS,CA,923744929,SAN BERNARDINO,84097,8640,1989,1988,4,8,3,3,3,,Y,00S,2,1931,2393,1931,1155,,462,469900
170111300000,1,,34.062308,-117.160185,730,,N,GROVE,ST,,REDLANDS,CA,923744002,SAN BERNARDINO,119646,6835,1956,1956,3,5,2,2,2,,,,1,1247,1667,1261,1247,,420,432200
170471420000,1,VFA,34.057589,-117.150787,1518,,,POWELL,LN,,REDLANDS,CA,923744179,SAN BERNARDINO,56218,8041,1983,1983,4,8,2,2,2,,,,1,1754,2228,1754,1754,,474,453100
167331340000,1,,34.080372,-117.1758,525,,,MULVIHILL,AVE,,REDLANDS,CA,923742419,SAN BERNARDINO,51315,6500,1955,1955,3,8,2,2,2,,,,1,1228,1660,1228,1228,,432,346800
168741070000,1,,34.073757,-117.145952,1448,,,FOOTHILL,WAY,,REDLANDS,CA,923742782,SAN BERNARDINO,54032,7344,2001,2001,4,8,3,3,3,,,,2,2559,3128,2559,1421,,569,560300
168071790000,1,,34.078495,-117.152766,1651,,,AMIE,CT,,REDLANDS,CA,923742711,SAN BERNARDINO,213774,14028,2018,2018,5,7,3,3,3,,,,,2718,3705,2718,1309,,,680200
175102040000,1,,34.032874,-117.182501,1046,,W,CRESCENT,AVE,,REDLANDS,CA,923736649,SAN BERNARDINO,116219,10800,1952,1952,3,7,2,2.5,2,,,,1,1943,2143,1943,1118,200,400,622800
170012060000,1,,34.065042,-117.17342,924,,,CHURCH,ST,,REDLANDS,CA,923743550,SAN BERNARDINO,113700,10368,1938,1938,2,5,1,1,1,,,,1,1346,1652,1346,1346,,306,370200
167851090000,1,,34.08245,-117.178239,1834,,,GLOVER,ST,,REDLANDS,CA,923741726,SAN BERNARDINO,75949,6000,1991,1991,4,9,3,3,3,,,,2,2225,2645,2225,1225,,420,441800
172301200000,1,,34.034766,-117.197621,610,,,SUNNYSIDE,AVE,,REDLANDS,CA,923735632,SAN BERNARDINO,157100,15053,2002,2002,4,8,4,3.5,3,1,,,2,3534,4210,3534,2460,,676,1219400
168751510000,1,,34.071958,-117.146584,1598,,,SILVER CUP,CT,,REDLANDS,CA,923742770,SAN BERNARDINO,90054,10157,2001,2001,4,10,3,3,3,,,,2,3256,3676,3256,1696,,420,593200
167824010000,1,,34.075527,-117.188122,1539,,,COLUMBIA,ST,,REDLANDS,CA,923742131,SAN BERNARDINO,46859,7200,1987,1987,4,8,3,3,3,,,,2,1892,2348,1892,1046,,456,397400
172031170000,1,,34.050972,-117.191092,61,,,NORWOOD,ST,,REDLANDS,CA,923736318,SAN BERNARDINO,97504,11200,1936,1950,3,6,2,2,2,,Y,00S,1,1720,2000,1720,1026,,280,459800
300531270000,1,VFA,34.02446,-117.131456,1706,,,KYLE,LN,,REDLANDS,CA,923737437,SAN BERNARDINO,198256,16500,2001,2001,6,10,5,4.5,4,1,,,2,4024,4936,4050,2302,,912,1140700
1212241100000,1,,34.075324,-117.166838,1532,,N,UNIVERSITY,ST,,REDLANDS,CA,923742606,SAN BERNARDINO,107681,9900,1986,1987,3,5,2,2,2,,,,1,1247,1757,1247,1247,,510,389200
167383020000,1,,34.076862,-117.181084,1575,,,ALTA,ST,,REDLANDS,CA,923742305,SAN BERNARDINO,56231,7200,1977,1977,4,6,2,2,2,,,,1,1269,1769,1269,1269,,500,346300
175083100000,1,,34.031528,-117.185102,1152,,W,CRESCENT,AVE,,REDLANDS,CA,923736651,SAN BERNARDINO,160728,10582,1948,1948,2,5,2,2,2,,,,1,1737,2245,1737,1737,,508,724400
1212251140000,1,,34.075312,-117.165372,1541,,,ROSE,ST,,REDLANDS,CA,923744735,SAN BERNARDINO,172500,9670,2005,2006,6,11,4,4,4,,,,2,3959,4402,3959,1815,,443,650500
300264080000,1,,34.018227,-117.129392,30930,,,SUTHERLAND,DR,,REDLANDS,CA,923737458,SAN BERNARDINO,141257,22000,1963,1963,5,10,3,2,3,,,,1,1826,1826,1826,1826,,380,602900
171244370000,1,,34.052502,-117.183725,214,,W,OLIVE,AVE,,REDLANDS,CA,923735155,SAN BERNARDINO,146256,10400,1801,1936,5,9,2,1.5,1,1,Y,00S,2,2106,2206,2106,1065,100,280,523600
170501120000,1,,34.05887,-117.144681,304,,,BARRINGTON,CIR,,REDLANDS,CA,923744211,SAN BERNARDINO,77317,4000,1990,1990,3,7,3,2.5,2,1,Y,,2,1489,1997,1489,804,,508,417800
167201430000,1,,34.073444,-117.186339,311,,W,PENNSYLVANIA,AVE,,REDLANDS,CA,923742247,SAN BERNARDINO,33433,7474,1984,1984,3,5,2,2,2,,,,1,1215,1635,1215,1215,,420,332500
172072260000,1,,34.043383,-117.198234,1246,,,SAN PABLO,AVE,,REDLANDS,CA,923734968,SAN BERNARDINO,123006,10000,1980,1980,4,8,3,2.5,2,1,Y,00S,2,2510,3170,2510,1272,,660,663400
167781690000,1,,34.081143,-117.181837,13,,E,PIONEER,AVE,,REDLANDS,CA,923741702,SAN BERNARDINO,70819,8569,1986,1986,3,5,2,2,2,,Y,1,1,1184,1669,1184,1184,,485,347600
167323570000,1,,34.084035,-117.18447,140,,W,PIONEER,AVE,93,REDLANDS,CA,923741614,SAN BERNARDINO,83492,3180,1991,1991,2,5,2,2,2,,Y,,1,1427,1827,1427,1427,,400,311300
176093110000,1,,34.027194,-117.15144,200,,,WESTWOOD,LN,,REDLANDS,CA,923737165,SAN BERNARDINO,191250,13950,1964,1964,2,6,2,2,2,,Y,00S,1,1941,2477,1941,1920,,536,720900
174302090000,1,,34.035759,-117.166513,1415,,,HENRIETTA,ST,,REDLANDS,CA,923737029,SAN BERNARDINO,115880,14841,1962,1962,4,8,3,2.5,2,1,Y,1,1,2326,2898,2326,2326,,572,749200
173171270000,1,,34.046554,-117.174329,628,,,CYPRESS,CIR,,REDLANDS,CA,923736037,SAN BERNARDINO,46076,5775,1916,1930,2,5,2,2,2,,,,1,1476,1476,1476,1332,,360,471900
1212363120000,1,,34.067097,-117.171406,1111,,,DEVON,PL,,REDLANDS,CA,923743656,SAN BERNARDINO,46859,7380,1958,1958,3,5,2,1.5,1,1,,,1,1086,1486,1086,1086,,400,323700
176221100000,1,,34.031863,-117.148761,1530,,,MARGARITA,DR,,REDLANDS,CA,923736414,SAN BERNARDINO,185400,21716,1963,1963,5,10,3,3,3,,Y,,2,2844,3244,2844,1190,,400,1374900
175371160000,1,VAV,34.029295,-117.191952,1321,,,ARROYO,CRES,,REDLANDS,CA,923736507,SAN BERNARDINO,182278,26571,1985,1985,3,7,2,2,2,,Y,,2,2946,3549,2946,2946,,603,1286200
1212371240000,1,,34.068084,-117.168448,1035,,,PURDUE,AVE,,REDLANDS,CA,923743629,SAN BERNARDINO,117794,7344,1966,1966,4,7,2,2,2,,Y,1,1,1932,2406,1966,1452,,474,452100
167851050000,1,,34.081763,-117.178222,1818,,,GLOVER,ST,,REDLANDS,CA,923741726,SAN BERNARDINO,75703,7200,1992,1991,4,7,3,3,3,,,,2,2225,2645,2225,1225,,420,455300
172022120000,1,,34.048322,-117.196232,23,,,HASTINGS,ST,,REDLANDS,CA,923735008,SAN BERNARDINO,11186,6566,1954,1954,4,7,2,2,2,,,,1,1280,1658,1280,1280,,378,398900
170051150000,1,,34.066128,-117.157244,1328,,E,BROCKTON,AVE,,REDLANDS,CA,923743803,SAN BERNARDINO,57727,8448,1950,1950,2,4,1,1,1,,,,1,775,995,775,775,,220,298300
175481030000,1,VAV,34.019907,-117.179977,1800,,,SMILEY,RDG,,REDLANDS,CA,923736574,SAN BERNARDINO,247397,28314,1989,1990,5,10,4,3.5,3,1,Y,00S,2,4576,5357,4445,2676,,781,1108600
300171090000,1,VAV,34.023335,-117.118751,12695,,,HILLTOP,DR,,REDLANDS,CA,923737518,SAN BERNARDINO,94423,43050,1952,1960,3,6,3,2.5,2,1,,,1,2016,2434,2016,1696,,418,540900
168801070000,1,,34.073582,-117.139944,1765,,,VALLEY FALLS,AVE,,REDLANDS,CA,923745703,SAN BERNARDINO,149000,6820,2003,2003,4,10,3,2.5,2,1,,,2,2355,2830,2355,1170,,475,506600
167313120000,1,,34.07995,-117.179921,226,,,MULVIHILL,AVE,,REDLANDS,CA,923742342,SAN BERNARDINO,66596,6000,1954,1954,3,5,1,1,1,,,,1,978,1242,978,978,,264,282300
176034080000,1,,34.029657,-117.147932,548,,,VIA VISTA,DR,,REDLANDS,CA,923737332,SAN BERNARDINO,150130,20520,1957,1958,3,7,2,2,2,,N,,1,2084,2084,2084,1895,,441,485600
174531010000,1,VFA,34.03588,-117.1445,818,,,SOPHIA,CT,,REDLANDS,CA,923746420,SAN BERNARDINO,126003,28886,1989,1989,5,10,4,3.5,3,1,Y,00S,2,3419,4082,3419,1866,,663,691300
172262010000,1,,34.041619,-117.191391,425,,,HASTINGS,ST,,REDLANDS,CA,923735744,SAN BERNARDINO,42163,8000,1956,1956,4,7,2,2,2,,,,1,1248,1668,1248,1248,,420,386700
172471240000,1,,34.04553,-117.201424,1310,,,MAGNOLIA,AVE,,REDLANDS,CA,923734920,SAN BERNARDINO,73001,12260,1997,1997,4,10,3,3,3,,,,2,2711,3367,2711,1406,,656,671600
168651270000,1,,34.067017,-117.144303,1124,,,VIA RAVENNA,,,REDLANDS,CA,923743979,SAN BERNARDINO,114806,6000,1987,1987,4,8,3,2.5,2,1,Y,00S,2,1832,2305,1996,920,,473,393900
176521100000,1,,34.017959,-117.171106,912,,,SUNSET HILLS,LN,,REDLANDS,CA,923736963,SAN BERNARDINO,210807,115434,2001,2001,3,10,3,3.5,3,,Y,00S,1,3982,5063,3982,3982,,1081,1644400
173041020000,1,,34.046409,-117.180307,519,,,ALVARADO,ST,,REDLANDS,CA,923735931,SAN BERNARDINO,68638,13048,1910,1930,4,7,1,1,1,,,,1,1576,1676,1576,1446,100,456,475300
170373050000,1,,34.061704,-117.153468,628,,,LIDO,ST,,REDLANDS,CA,923744110,SAN BERNARDINO,75827,7575,1961,1961,4,7,2,2,2,,,,1,1340,1807,1340,1340,,467,364700
174361080000,1,VFA,34.036887,-117.166756,28,,W,HILTON,AVE,,REDLANDS,CA,923737048,SAN BERNARDINO,227970,14214,1964,1964,4,9,2,2,2,,Y,1,1,2232,2716,2232,1944,,484,732200
170321150000,1,,34.055871,-117.139884,1783,,E,CITRUS,AVE,,REDLANDS,CA,923744279,SAN BERNARDINO,89610,8040,1948,1948,3,7,2,2,2,,Y,1,1,1597,1597,1597,1172,,504,430500
172031180000,1,,34.050796,-117.191982,50,,,NORWOOD,ST,,REDLANDS,CA,923736315,SAN BERNARDINO,113220,24480,1936,1950,3,6,2,2,2,,,,1,1190,1190,1228,622,,400,385500
172022330000,1,,34.04991,-117.194942,1007,,,BROOKSIDE,AVE,,REDLANDS,CA,923735068,SAN BERNARDINO,112200,7200,1954,1954,4,7,2,2,2,,,,1,1286,1526,1286,1286,,240,362200
1212021480000,1,,34.083161,-117.169459,971,,,MORGAN,CT,,REDLANDS,CA,923741818,SAN BERNARDINO,65444,11000,2000,2000,4,8,2,2,2,,,,1,2074,2530,1967,2074,,456,447200
176152030000,1,VFA,34.022681,-117.154016,1800,,,ROSSMONT,DR,,REDLANDS,CA,923737220,SAN BERNARDINO,212453,35284,1982,1982,3,7,3,2.5,2,1,Y,,1,2920,3587,2920,2920,,667,755700
173323040000,1,,34.045791,-117.170835,802,,,HIBISCUS,DR,,REDLANDS,CA,923736124,SAN BERNARDINO,14056,7000,1959,1959,3,5,2,2,2,,,,1,1276,1770,1276,1276,,494,417400
168701130000,1,,34.068698,-117.145672,1209,,,JASMINE,ST,,REDLANDS,CA,923744920,SAN BERNARDINO,77524,9480,1988,1988,3,6,2,2,2,,,,1,1750,2406,1750,1750,,656,438700
299221050000,1,,34.045205,-117.133338,30746,,,6TH,AVE,1-2,REDLANDS,CA,923747688,SAN BERNARDINO,140524,189486,1910,1940,4,8,2,2,2,,,,2,2220,2220,2220,1098,,,460100
293421060000,1,,34.046407,-117.215945,1804,,,MORNING DOVE,LN,,REDLANDS,CA,923734311,SAN BERNARDINO,43800,3608,1997,1997,4,11,3,2.5,2,1,,,2,2444,3094,2444,1705,,650,457100
167191870000,1,,34.071722,-117.187154,406,,,LEMONWOOD,AVE,,REDLANDS,CA,923742151,SAN BERNARDINO,82423,7280,1979,1979,3,6,2,2,2,,,,1,1120,1582,1120,1120,,462,338600
174312150000,1,,34.036428,-117.164076,100,,E,HILTON,AVE,,REDLANDS,CA,923736844,SAN BERNARDINO,91140,16713,1962,1963,4,7,3,2.5,2,1,Y,1,1,2284,2284,2284,1800,,484,614600
292362510000,1,,34.050738,-117.201892,67,,,ORANGEWOOD,CT,,REDLANDS,CA,923731443,SAN BERNARDINO,89301,3000,2004,2004,3,6,2,2,2,,,,1,1182,1623,1182,1182,,441,362400
173451230000,1,,34.053826,-117.155384,1408,,E,PALM,AVE,,REDLANDS,CA,923745459,SAN BERNARDINO,102290,9500,1979,1979,3,6,2,2,2,,,,1,1459,1965,1459,1459,,506,428600
172281240000,1,,34.04058,-117.190232,522,,,SAN JACINTO,ST,,REDLANDS,CA,923735751,SAN BERNARDINO,111427,8760,1955,1955,3,6,2,2,2,,,,1,1607,2067,1642,1127,,460,461200
168691320000,1,,34.065478,-117.143447,1008,,,MERCED,ST,,REDLANDS,CA,923744932,SAN BERNARDINO,122314,8430,1989,1990,3,7,3,2.5,2,1,,,2,1766,2286,1766,942,,520,407900
292241110000,1,,34.052348,-117.208262,1510,,,ORANGE,AVE,204,REDLANDS,CA,923731492,SAN BERNARDINO,83455,1042,2009,2009,2,5,3,2.5,2,1,,,2,1306,1800,1306,539,,494,345900
174611300000,1,VFA,34.044165,-117.152027,1457,,,CRESTVIEW,RD,,REDLANDS,CA,923746341,SAN BERNARDINO,210200,21344,1990,1990,4,12,4,4,3,1,Y,00S,3,5944,9149,5944,2484,2405,800,1111100
1212191520000,1,,34.074873,-117.159881,1525,,,KELLY,ST,,REDLANDS,CA,923742720,SAN BERNARDINO,58574,7900,1987,1988,4,7,3,3,3,,Y,00S,2,2022,2652,2022,1002,,630,470300
1212151520000,1,,34.076321,-117.169462,940,,,KIMBERLY,AVE,,REDLANDS,CA,923742581,SAN BERNARDINO,33433,7326,1985,1984,4,6,2,2,2,,,,1,1494,1974,1494,1494,,480,378500
174491240000,1,,34.050029,-117.141905,1717,,,SHIRLEY,LN,,REDLANDS,CA,923745523,SAN BERNARDINO,161700,10092,1979,1979,4,7,3,3,3,,,,2,2419,2878,2419,1430,,459,618200
169106720000,1,,34.064466,-117.174135,911,,,CHURCH,ST,,REDLANDS,CA,923743549,SAN BERNARDINO,167140,13181,1901,1940,5,8,2,2,2,,,,2,2857,3001,2857,1522,144,620,638500
172381440000,1,,34.040965,-117.195016,405,,,NOTTINGHAM,DR,,REDLANDS,CA,923735762,SAN BERNARDINO,165548,8181,1964,1964,5,10,4,3.5,3,1,Y,1,2,2142,2142,2142,1356,,208,620500
176073250000,1,VFA,34.030068,-117.162413,1611,,,DWIGHT,ST,,REDLANDS,CA,923737229,SAN BERNARDINO,87126,16016,1958,1965,4,8,3,3,2,1,Y,1,1,2646,3369,2746,1660,,723,693300
167791110000,1,,34.073084,-117.193794,1425,,,FRANCES,ST,,REDLANDS,CA,923742003,SAN BERNARDINO,100284,7700,1979,1979,3,6,2,2,2,,,,1,1334,1796,1334,1334,,462,337700
167332040000,1,,34.079938,-117.177075,432,,,MULVIHILL,AVE,,REDLANDS,CA,923742400,SAN BERNARDINO,57771,6600,1955,1955,3,6,1,1,1,,,,1,960,1392,1020,960,,432,268000
173382060000,1,,34.049543,-117.160117,951,,,CIMARRON,DR,,REDLANDS,CA,923746331,SAN BERNARDINO,110703,13000,1964,1964,3,6,3,2.5,2,1,,,1,1500,1900,1500,1500,,400,437500
1212282140000,1,,34.0731,-117.165149,1435,,,CENTURY,ST,,REDLANDS,CA,923742680,SAN BERNARDINO,62424,5180,1981,1981,2,6,2,2,2,,,,,1440,1840,1440,1440,,,243500
173354150000,1,,34.049997,-117.161636,1024,,,DRACENA,CT,,REDLANDS,CA,923746312,SAN BERNARDINO,125020,10400,1964,1964,3,6,2,2.5,2,1,,,2,1680,2080,1680,912,,400,493300
167323520000,,,34.083707,-117.185094,140,,W,PIONEER,AVE,135,REDLANDS,CA,923741620,SAN BERNARDINO,95509,4368,,,,,,,,,,,,,,,,,,
168801310000,1,,34.072041,-117.140723,1402,,,BLACK HAWK,CT,,REDLANDS,CA,923742791,SAN BERNARDINO,149700,14375,2004,2003,4,8,3,2.5,2,1,,,2,2355,2830,2450,1170,,475,509200
167111040000,1,,34.079666,-117.186463,1714,,,WEBSTER,ST,,REDLANDS,CA,923742112,SAN BERNARDINO,15925,6350,1946,1946,3,6,1,1,1,,,,1,1098,1098,1098,746,,440,277600
170491750000,1,,34.058635,-117.143546,313,,,VAN NESS,LN,,REDLANDS,CA,923744236,SAN BERNARDINO,102001,4000,1990,1990,4,8,3,2.5,2,1,,,2,1871,2339,1871,927,,468,456000
173191490000,1,,34.054434,-117.162188,1233,,,MORRISON,DR,,REDLANDS,CA,923745483,SAN BERNARDINO,87738,8100,1991,1990,4,8,3,3,2,1,,,2,2358,2798,2358,1158,,440,501900
173011050000,1,,34.045574,-117.184262,612,,,NORTH,PL,,REDLANDS,CA,923735808,SAN BERNARDINO,117000,6026,1950,1950,2,4,1,1,1,,,,1,884,884,884,884,,360,364500
172351180000,1,,34.039109,-117.184223,737,,,DANA,ST,,REDLANDS,CA,923735880,SAN BERNARDINO,74164,8395,1956,1956,3,7,2,2,2,,,,1,1567,1966,1567,1149,,399,451100
294141450000,1,VAV,34.018317,-117.150315,102,,,EDGEMONT,DR,,REDLANDS,CA,923737210,SAN BERNARDINO,390822,52708,1992,1994,4,11,6,5.5,5,1,Y,00S,2,5460,6660,5460,3260,,1200,1578300
173482050000,1,,34.05089,-117.163749,904,,,ARDMORE,CIR,,REDLANDS,CA,923746206,SAN BERNARDINO,47894,1362,1980,1980,3,6,2,2,2,,Y,,1,1362,1803,1362,1362,,441,329000
172183070000,1,,34.042715,-117.197702,1244,,,FULBRIGHT,AVE,,REDLANDS,CA,923734975,SAN BERNARDINO,57340,8250,1960,1961,3,6,2,2,2,,,,1,1250,1715,1243,1250,,465,388000
175175150000,1,,34.032129,-117.178525,1336,,,MONTEREY,ST,,REDLANDS,CA,923736949,SAN BERNARDINO,11186,9750,1952,1952,4,7,2,2,2,,Y,00S,1,1925,2185,1925,1411,260,440,664700
1212231250000,1,,34.074244,-117.169625,928,,,LALANIA,AVE,,REDLANDS,CA,923742504,SAN BERNARDINO,154100,7977,2004,2004,4,9,3,3,3,,,,2,2838,3492,2867,1461,,654,609700
1212341550000,1,,34.070462,-117.168055,1041,,E,LUGONIA,AVE,,REDLANDS,CA,923742542,SAN BERNARDINO,51289,7524,1978,1978,4,7,2,2,2,,Y,00S,1,1556,2016,1556,1556,,460,391600
1212151540000,1,,34.076048,-117.169704,935,,,GAIL,AVE,,REDLANDS,CA,923744603,SAN BERNARDINO,43004,7281,1985,1985,3,6,2,2,2,,,,1,1446,1926,1446,1446,,480,378200
170023030000,1,,34.063694,-117.171125,910,,,COLLEGE,AVE,,REDLANDS,CA,923743621,SAN BERNARDINO,17281,8850,1947,1950,2,6,1,1,1,,,,1,1073,1073,1073,903,,672,333800
170321420000,1,,34.056678,-117.139766,20,,,CRAFTON,CT,,REDLANDS,CA,923744220,SAN BERNARDINO,123930,11070,1955,1955,4,7,2,2,2,,,,1,1636,2016,1636,1252,,380,396500
174153100000,1,,34.046455,-117.155959,1315,,,FORD,ST,,REDLANDS,CA,923746328,SAN BERNARDINO,84114,10720,1955,1955,3,6,2,2,2,,,,1,1237,1677,1237,1237,,440,419600
172332060000,1,,34.040868,-117.184688,647,,,GARFIELD,WAY,,REDLANDS,CA,923735854,SAN BERNARDINO,20107,10200,1974,1974,4,7,2,2,2,,Y,00S,1,1435,1919,1435,1435,,484,492400
294081530000,1,,34.004606,-117.19125,13644,,,SAN TIMOTEO CANYON,RD,,REDLANDS,CA,923737815,SAN BERNARDINO,127457,65775,2006,2010,4,8,4,4,4,,,,1,3729,4509,3729,3729,,780,876800
168901390000,1,,34.076124,-117.152268,1450,,,KRISTION,CT,,REDLANDS,CA,923745712,SAN BERNARDINO,153836,8119,2018,2018,3,7,2,2,2,,,,,2123,2614,2123,2123,,,522200
1212371210000,1,,34.068087,-117.16918,1228,,,OCCIDENTAL,DR,,REDLANDS,CA,923743664,SAN BERNARDINO,99900,8400,1966,1966,3,6,2,2,2,,,,1,1348,1368,1359,1348,,20,378700
167851310000,1,,34.082531,-117.180039,1907,,,CAVE,ST,,REDLANDS,CA,923741737,SAN BERNARDINO,64430,7500,2000,2000,3,7,3,2.5,2,1,,,2,1569,2352,1569,807,,783,397900
300215330000,1,VFA,34.020975,-117.111174,31762,,,AVENUE,,,REDLANDS,CA,923737586,SAN BERNARDINO,52123,27200,1953,1960,3,6,1,1,1,,,,1,1768,1768,1768,1040,,400,378300
171233200000,1,,34.051415,-117.185699,408,,W,OLIVE,AVE,,REDLANDS,CA,92373,SAN BERNARDINO,86009,11920,1908,1940,4,9,4,4,4,,,,2,3171,3495,3171,1329,,324,668400
300161180000,1,VFA,34.023968,-117.116003,31544,,,ALTA VISTA,DR,,REDLANDS,CA,923737512,SAN BERNARDINO,90715,22000,1975,1975,3,6,2,2,2,,Y,,1,1569,2194,1573,1569,,625,436800
170471380000,1,VFA,34.057586,-117.151754,1502,,,POWELL,LN,,REDLANDS,CA,923744179,SAN BERNARDINO,30309,9666,1983,1983,4,8,3,2.5,2,1,Y,00S,2,1990,2506,1990,982,,516,490200
172351150000,1,,34.039436,-117.183628,906,,W,PALM,AVE,,REDLANDS,CA,923735840,SAN BERNARDINO,119500,8280,1956,1956,4,6,2,2,2,,,,1,1286,1685,1286,1286,,399,441800
172421580000,1,,34.041583,-117.207524,149,,,CHANNING,ST,,REDLANDS,CA,923734862,SAN BERNARDINO,140684,10005,1977,1977,4,8,3,2.5,2,1,Y,00S,1,1982,2750,1982,1058,,768,546300
174013080000,1,,34.036789,-117.173525,1324,,,PROSPECT,DR,,REDLANDS,CA,923737000,SAN BERNARDINO,400000,67622,1957,1965,7,15,6,5.5,5,1,Y,1,,7914,9292,7914,4095,706,,1460000
1212311510000,1,,34.071646,-117.157704,1351,,,MONA,AVE,,REDLANDS,CA,923742748,SAN BERNARDINO,64679,7201,1983,1983,3,6,2,2,2,,,,1,1509,1989,1510,1509,,480,410300
170031160000,1,,34.065553,-117.168364,1021,,,CAMPUS,AVE,,REDLANDS,CA,923743616,SAN BERNARDINO,32135,8850,1934,1940,3,6,2,2,2,,Y,,1,1688,1688,1688,1162,,336,443700
167802060000,1,,34.07672,-117.1885,1562,,,WOODBURY,ST,,REDLANDS,CA,923742152,SAN BERNARDINO,50104,7137,1987,1987,4,9,3,3,3,,,,2,1892,2348,1892,1046,,456,429300
174541590000,1,,34.055337,-117.14901,1558,,E,CITRUS,AVE,,REDLANDS,CA,923744208,SAN BERNARDINO,61928,2000,1982,1982,3,6,2,2,2,,,,1,1354,1801,1354,1354,,447,372200
1212231300000,1,,34.074894,-117.169858,931,,,DENISE,AVE,,REDLANDS,CA,923742516,SAN BERNARDINO,159700,7486,2004,2005,5,11,4,3.5,3,1,,,2,3168,3784,3168,1594,,616,647300
